150 
0 1 2
0 2 5
0 3 3
0 4 6
0 5 5
0 6 2
0 7 5
0 8 4
0 9 3
0 10 5
0 11 3
0 12 4
0 13 4
0 14 3
0 15 2
0 16 2
0 17 5
0 18 6
0 19 2
0 20 5
0 21 2
0 22 3
0 23 4
0 24 5
0 25 5
0 26 5
0 27 2
0 28 4
0 29 2
0 30 3
0 31 5
0 32 2
0 33 3
0 34 6
0 35 5
0 36 5
0 37 5
0 38 2
0 39 4
0 40 3
0 41 5
0 42 6
0 43 5
0 44 4
0 45 1
0 46 5
0 47 4
0 48 5
0 49 4
0 50 1
0 51 3
0 52 5
0 53 5
0 54 4
0 55 2
0 56 3
0 57 4
0 58 6
0 59 4
0 60 3
0 61 1
0 62 1
0 63 3
0 64 1
0 65 5
0 66 2
0 67 5
0 68 5
0 69 3
0 70 6
0 71 3
0 72 3
0 73 3
0 74 3
0 75 6
0 76 3
0 77 2
0 78 5
0 79 5
0 80 3
0 81 3
0 82 2
0 83 5
0 84 4
0 85 1
0 86 3
0 87 5
0 88 3
0 89 5
0 90 4
0 91 1
0 92 6
0 93 5
0 94 4
0 95 2
0 96 3
0 97 5
0 98 2
0 99 5
0 100 4
0 101 4
0 102 4
0 103 5
0 104 1
0 105 4
0 106 5
0 107 3
0 108 4
0 109 4
0 110 3
0 111 3
0 112 4
0 113 3
0 114 3
0 115 1
0 116 2
0 117 3
0 118 3
0 119 4
0 120 2
0 121 3
0 122 1
0 123 3
0 124 1
0 125 2
0 126 3
0 127 4
0 128 3
0 129 4
0 130 2
0 131 3
0 132 4
0 133 2
0 134 3
0 135 5
0 136 5
0 137 1
0 138 4
0 139 4
0 140 4
0 141 1
0 142 4
0 143 5
0 144 1
0 145 3
0 146 4
0 147 3
0 148 5
0 149 2
1 2 5
1 3 3
1 4 4
1 5 4
1 6 1
1 7 5
1 8 4
1 9 2
1 10 5
1 11 4
1 12 2
1 13 4
1 14 3
1 15 1
1 16 1
1 17 4
1 18 5
1 19 2
1 20 6
1 21 2
1 22 2
1 23 4
1 24 4
1 25 4
1 26 4
1 27 1
1 28 3
1 29 2
1 30 2
1 31 5
1 32 3
1 33 2
1 34 4
1 35 4
1 36 4
1 37 3
1 38 2
1 39 4
1 40 2
1 41 3
1 42 4
1 43 5
1 44 3
1 45 2
1 46 4
1 47 4
1 48 4
1 49 4
1 50 1
1 51 1
1 52 5
1 53 3
1 54 2
1 55 2
1 56 2
1 57 2
1 58 6
1 59 3
1 60 2
1 61 1
1 62 2
1 63 4
1 64 1
1 65 4
1 66 1
1 67 5
1 68 4
1 69 2
1 70 4
1 71 2
1 72 2
1 73 3
1 74 2
1 75 4
1 76 2
1 77 2
1 78 5
1 79 3
1 80 3
1 81 3
1 82 2
1 83 4
1 84 4
1 85 2
1 86 4
1 87 3
1 88 2
1 89 3
1 90 4
1 91 2
1 92 5
1 93 4
1 94 4
1 95 1
1 96 2
1 97 4
1 98 1
1 99 4
1 100 4
1 101 2
1 102 3
1 103 4
1 104 1
1 105 4
1 106 5
1 107 3
1 108 3
1 109 2
1 110 1
1 111 2
1 112 5
1 113 2
1 114 4
1 115 1
1 116 3
1 117 1
1 118 3
1 119 3
1 120 1
1 121 3
1 122 1
1 123 2
1 124 2
1 125 1
1 126 1
1 127 3
1 128 3
1 129 3
1 130 2
1 131 1
1 132 4
1 133 2
1 134 3
1 135 5
1 136 4
1 137 2
1 138 3
1 139 3
1 140 4
1 141 1
1 142 4
1 143 4
1 144 1
1 145 2
1 146 2
1 147 4
1 148 5
1 149 2
2 3 3
2 4 4
2 5 1
2 6 6
2 7 1
2 8 1
2 9 4
2 10 1
2 11 4
2 12 4
2 13 1
2 14 3
2 15 6
2 16 4
2 17 3
2 18 1
2 19 7
2 20 1
2 21 4
2 22 6
2 23 4
2 24 3
2 25 3
2 26 3
2 27 6
2 28 2
2 29 4
2 30 3
2 31 2
2 32 3
2 33 4
2 34 5
2 35 2
2 36 3
2 37 4
2 38 4
2 39 4
2 40 4
2 41 5
2 42 4
2 43 1
2 44 2
2 45 5
2 46 2
2 47 1
2 48 2
2 49 1
2 50 5
2 51 5
2 52 1
2 53 5
